"grupodeatributos","codsap","desnombrecategoriawebredes","codcategoriawebredes","desnombreproductowebredes","desresumen","deswebredes","destitulodescubremas001","destitulodescubremas002","destitulodescubremas003","desdescubremas001","desdescubremas002","desdescubremas003","destitulotip001","destitulotip002","destitulotip003","destitulotip004","destip001","destip002","destip003","destip004","desimagen001","desimagen002","desimagen003","desimagen004","destextovideo001","destextovideo002","destextovideo003","destextovideo004","destextovideo005","desnombrearchivovideo001","desnombrearchivovideo002","desnombrearchivovideo003","desnombrearchivovideo004","desnombrearchivovideo005","deslinkvideo001","deslinkvideo002","deslinkvideo003","deslinkvideo004","deslinkvideo005","descolorrgb","despalabrasclave","destituloperfumista001","destituloperfumista002","desperfumista001","desperfumista002","destitulogeneralpasoapaso","destitulopaso001","destitulopaso002","destitulopaso003","destitulopaso004","despaso001","despaso002","despaso003","despaso004","desvarianttype","desdefaultvariant"
"WebRedes","200086107","ESSENTIAL","lbel-010112","Essential Loción Micelar 2 en 1 - 180 ml","Solución Micelar Limpiadora y Tónica Facial. 180 ml e 6 fl. oz.","Disfruta de un cutis fresco e hidratado. El Agua Micelar Essential limpia, tonifica y refresca tu cutis, sin necesidad de enjuague en una sola aplicación.","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","Porque limpia y tonifica el rostro en menos tiempo y además está enriquecida con extractos de manzanilla y avena, delicados ingredientes que refrescan la piel brindando bienestar y confort.","Es 2 en 1, limpia y tonifica tu piel en un solo paso removiendo las impurezas y se adapta a pieles sensibles.","Es un agua purificadora con moléculas en forma de micelas que recogen las impurezas y grasas que encuentra sobre tu piel, eliminándolas inmediatamente. No necesita enjuagar y no deja residuos grasos.","PASO 1","PASO 2","PASO 3","","Es de uso diario, puedes aplicarla dos veces al día: mañana y noche.","Aplícala sobre el rostro con suaves movimientos circulares ascendentes. No es necesario enjuagar.","Complementa tu rutina hidratando y nutriendo tu piel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200092754","gg","ggg","ggg","ggg","ggg","ggg","ggg","ggg","ggg","ggg","ggg","ggg","gg","gg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200093677","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200093682","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200094945","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200094972","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200095832","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200095917","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200095919","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200096744","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200097008","BASES","lbel-020101","Kit Libertàge","Limpiadora Libertâge(30g), Libertâge Nocturne Serum(5ml), Libertâge CC Cream(5g; tono medium) y estuche.","Prueba y comprueba Libertàge y libera la piel de estrés y contaminación.","Limpiadora Libertâge","Libertâge Nocturne","Libertâge CC Cream","Elimina las impurezas de la polución.  Forma una capa que extrae las impurezas de la piel en tu rostro liberabdi tu piel de la polución.","Repara tu piel y libérala del estrés. Logra una mejoría en línea finas y arrugas.","Crema hidratante perfeccionadora. Corrige, hidrata y protege la piel de tu rostro.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200050939","LOCIONES CORPORALES","lbel-040201","Loción Perfumada Liasson","Loción Perfumada. 160 ml e 5.4 fl.oz.","La fragancia para la mujer elegante y sofisticada, segura de sí misma, emprendedora y chic. Una mujer que ama la cultura, el arte y el lujo en todas sus expresiones. Ella le es fiel a sus lujos y los disfruta a su alrededor.","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","Un sofisticado bouquet floral para un aroma que siempre se distinguirá del resto. Con un corazón donde destacan notas del Lirio de Valle e Iris, acompañado por un fondo de preciadas maderas y especias.","Humecta tu piel y prolonga el olor de tu perfume favorito.","Su aroma floral se impregnará en tu piel haciendo que el perfume dure mucho más.","PASO 1","PASO 2","PASO 3","","Perfumación por capas: utiliza la loción perfumada por todo el cuerpo.","Aplica el perfume Liasson.","El aroma se fijará en tu piel poco a poco haciendo que dure mucho más","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200061181","CREMAS DE MANOS","lbel-040202","Crema para Manos Délice Óleo de Almendras","Crema hidratante intensiva para manos con aceite de almendras. 75 ml e 2.5 fl. oz.","Mantén tus manos siempre suaves y humectadas con un deliciosa aroma. Una experiencia que vas a disfrutar a cada instante, suavidad al momento para una manos perfectas y humectadas. Puedes llevar la crema hidratante siempre contigo en tu bolso, úsala todos los días.","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","Una experiencia que vas a disfrutar a cada instante, suavidad al momento para una manos perfectas y humectadas. Puedes llevar la crema hidratante siempre contigo en tu bolso, úsala todos los días.","Sus aceites de almendra y nuez de macadamia ayudan a reparar la piel y protegen contra la resequedad. Envuelve tus manos en una experiencia única de hidratación, suavidad y frescura con un exquisito aroma a almendras.","Debido a su alto contenido de Ácido linoleico y oleico, el aceite de almendro ayuda a hidratar, ya que devuelve los lípidos perdidos impidiendo la pérdida de agua. Además, deja una película de aceite sobre la piel brindando hidratación y suavizándola.","PASO 1","PASO 2","PASO 3","","Aplica una pequeña cantidad de crema en el dorso de tus manos, sobre la piel limpia y seca.","Extiéndela con suaves masajes hasta su total absorción.","Relájate y disfruta este momento al máximo.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200072298","LOCIONES CORPORALES","lbel-040201","Crema Corporal Oleo De Almendras","Loción corporal perfumada de almendras. 200 ml e 6.7 fl.oz.","Deja que tu cuerpo se cubra del delicioso aroma del aceite de almendras que le dará una suavidad y humectación máxima a tu piel. Esta loción corporal es un gusto que no puedes dejar de probar.","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","Tendrás la piel que siempre quisiste, la piel perfecta para acariciar, hidratada, suave y con un aroma exquisito.","Crea un manto protector para la piel, que gracias a su excelente penetración dérmica, acondiciona la piel seca y le da flexibilidad.","Su Aceite de Almendras contiene ácido oleico y vitamina A, que hidrata y nutre la piel, evitando la pérdida de agua y protegiéndola de las agresiones externas. Además, su Aceite de Nuez de Macadamia, por su alto contenido en ácido palmitoleico y su riqueza en Omega 3 y 6, es excelente para darle la suavidad perfecta.","PASO 1","PASO 2","PASO 3","","AM: Aplicar la loción sobre la piel limpia y seca de preferencia en las mañanas luego del baño diario.","PM: En las noches antes de acostarte, extiéndela sobre tu piel con suaves masajes hasta su total absorción.","En cualquier momento del día: Sus aceites naturales protegen la piel y evitan que pierda agua manteniéndola hidratada.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200075920","CREMAS DE MANOS","lbel-040202","Crema para Manos Délice Vainilla de Madagascar","Crema para manos hidratante intensiva. 75 ml e 2.5 fl. oz.","Crema intensiva hidratante para manos con delicioso aroma a vainilla de madagascar. Deja la piel de tus manos suave y humectada.","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","Brinda suavidad instantánea a tus manos con un exquisito aroma. Además, es ideal para usarla en cualquier momento de tu día.","Extractos de vainilla mejoran la vitalidad de tus manos y sus propiedades humectantes producen una sensación de bienestar.","Contiene extracto de vainilla que tiene propiedades humectantes y altos porcentajes de aceite esencial el cual posee propiedades relajantes.","PASO 1","PASO 2","PASO 3","","Aplica una pequeña cantidad de crema en el dorso de tus manos, sobre la piel limpia y seca.","Extiéndela con suaves masajes hasta su total absorción.","Relájate y disfruta este momento al máximo.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200085733","LOCIONES CORPORALES","lbel-040201","Loción Corporal Rosé","Loción corporal perfumada de almendras. 200 ml e 6.7 fl.oz.","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","Le da a tu cuerpo un momento de celebración y glamour. Tiene aroma de Cassis Melange, un complejo de exóticos frutos rojos de delicada fragancia que humectarán y devolverán la suavidad a tu piel para una experiencia sensorial completa.","Te brinda hidratación inmediata y continua. Sentirás tu piel y con un aroma frutal único.","Contiene Cassis Melange: Complejo de Frutas Rojas rico en Vitaminas (A, C, P, Complejo B) que humectan y le devuelven suavidad y tersura a tu piel. También enriquecido con Champagne Sensortech: tecnología que brinda suavidad superior y acabado aterciopelado.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200085752","CREMAS DE MANOS","lbel-040202","Crema para Manos Délice Rosé","Crema para manos hidratante intensiva. 75 ml e 2.5 fl. oz.","Crema hidratante de textura ligera con exótico aroma de frutos rojos. Le da a tus manos una delicada suavidad, hidratación y frescura. Hecha especialmente para llevarla contigo a donde quieras.","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","Envuelve tu piel de una exquisita sensualidad con una loción que combina aromas de exóticos frutos rojos.","Deliciosos frutos rojos ofrecen una sensación de hidratación y suavidad para tus manos.","Contiene Cassis Melange, un complejo de Frutas Rojas rico en Vitaminas (A, C, P, Complejo B) que humectan y le devuelven suavidad y tersura a tu piel.","PASO 1","PASO 2","PASO 3","","Aplica una pequeña cantidad de crema en el dorso de tus manos, sobre la piel limpia y seca.","Extiéndela con suaves masajes hasta su total absorción.","Relájate y disfruta este momento al máximo.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200086037","LOCIONES CORPORALES","lbel-040201","Loción Perfumada Satin Rouge","Loción Perfumada. 160 ml e 5.4 fl.oz.","Una fragancia que irradia tu sensualidad, para una mujer magnética, misteriosa, apasionada y exquisita.","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","Una fragancia intensa, dulce y exquisita. Su principal ingrediente de Orquídea negra de Madagascar, representa el romance, la belleza y la sensualidad de la mujer que la lleva.","Humecta tu piel y prolonga el olor de tu perfume favorito.","Su dulce aroma se impregnará en tu piel haciendo que el perfume dure mucho más.","PASO 1","PASO 2","PASO 3","","Perfumación por capas: utiliza la loción perfumada por todo el cuerpo.","Aplica el perfume Satin Rouge.","El aroma se fijará en tu piel poco a poco haciendo que dure mucho más.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200086881","LOCIONES CORPORALES","lbel-040201","Loción Perfumada Mithyka","Loción Perfumada. 160 ml e 5.4 fl.oz.","","","","","","","","PASO 1","PASO 2","PASO 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200087688","LOCIONES CORPORALES","lbel-040201","Loción Matisse Sensualité","Loción hidratante corporal 400 ml e 13.5 fl. oz.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200087689","LOCIONES CORPORALES","lbel-040201","Loción Matisse Liberé","Loción hidratante corporal 400 ml e 13.5 fl. oz.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200087690","LOCIONES CORPORALES","lbel-040201","Loción Matisse Optimist","Loción hidratante corporal 400 ml e 13.5 fl. oz.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200087735","SHAMPOO Y ACONDICIONADOR","lbel-040202","Crema para Manos Matisse Liberé","Crema hidratante intensiva para manos 75 g e 2.6 oz.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200087760","CREMAS DE MANOS","lbel-040202","Crema para Manos Matisse Optimist","Crema hidratante intensiva para manos 75 g e 2.6 oz.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200087871","CREMAS DE MANOS","lbel-040202","Crema para Manos Matisse Sensualité","Crema hidratante intensiva para manos 75 g e 2.6 oz.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200088472","LOCIONES CORPORALES","lbel-040202","Crema Corporal Oleo De Almendras","Loción corporal perfumada de almendras. 200 ml e 6.7 fl.oz.","Deja que tu cuerpo se cubra del delicioso aroma del aceite de almendras que le dará una suavidad y humectación máxima a tu piel. Esta loción corporal es un gusto que no puedes dejar de probar.","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","Tendrás la piel que siempre quisiste, la piel perfecta para acariciar, hidratada, suave y con un aroma exquisito.","Crea un manto protector para la piel, que gracias a su excelente penetración dérmica, acondiciona la piel seca y le da flexibilidad.","Su Aceite de Almendras contiene ácido oleico y vitamina A, que hidrata y nutre la piel, evitando la pérdida de agua y protegiéndola de las agresiones externas. Además, su Aceite de Nuez de Macadamia, por su alto contenido en ácido palmitoleico y su riqueza en Omega 3 y 6, es excelente para darle la suavidad perfecta.","PASO 2","PASO 3","PASO 4","","AM: Aplicar la loción sobre la piel limpia y seca de preferencia en las mañanas luego del baño diario.","PM: En las noches antes de acostarte, extiéndela sobre tu piel con suaves masajes hasta su total absorción.","En cualquier momento del día: Sus aceites naturales protegen la piel y evitan que pierda agua manteniéndola hidratada.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","200092163","CUERPO","lbel-040206","Loción Ultra Hidratante Botanology","Loción corporal ultra hidratante enriquecida con 10 óleos. 400 ml e 13.5 fl. oz.","Combina el concentrado de 5 óleos con aceites de oliva, almendras, argán, maíz y girasol para hidratar tu piel hasta por 24 horas. Aroma gourmand con toques de cacao y almendras.","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","95% de ingredientes de origen natural. Fórmula potenciada por un concentrado de 5 óleos 100% naturales obtenidos a través de un proceso sostenible y amigable con el medio ambiente.","Combina el concentrado de 5 óleos con aceites de oliva, almendras, argán, maíz y girasol para hidratar tu piel hasta por 24 horas.","Su hidratación inmediata rapara logrando un piel más nutrida.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
