"grupodeatributos","codsap","desproductosap","unidadmedidabase","codproducto","codgrupoarticulo","desgrupoarticulo","codunidadnegocio","codjerq01","codmarca","desmarca","codigonegocio","desnegocio","codatributo1","desatributo1","codatributo2","desatributo2","codatributo3","desatributo3","peticionborrado","tipoean","codean13","codcuc","descripcioncuc","codcuctono","descripcioncuctono","codlinea","deslinea","codjerq02","desjerq02","codcategoria","descategoria","codsubcategoria","dessubcategoria","codtipo","destipo","codsubtipo","dessubtipo","codproductogenerico","desproductogenerico","codproductosupergenerico","desproductosupergenerico","largo","ancho","Volumen","pesobruto","alto","unidadlongitud","unidadvolumen","unidadpeso","codclasemkt","aplicacionlugaruso","beneficio","descaracteristicabulk","edadobjetivo","familiafragancia","gama","grupoproductoac","mercado","presentacionenvase","sexo","sexoedadobjetivo","teoriacolor","tipoestuche","tipopielcabello","tipoproducto","contenidoneto","umcontenido","acabadoaccessorios","acabadocajareloj","acabadoluna","adicional","caracteristicastirasasas","caracteristicasbijouterie","cierrecomplementos","clasificacionproductos","colorcorrea","colorluna","colormarco","colortono","colortonocajareloj","detallecaja","detalleespecifi","detalleproducto","detallesuela","detallebrazo","detallemarcolentes","dialacabado","colorreloj","disenocomplementos","tipoestampado","estiloaccesorio","estiloropa","formacaja","grosorbrazo","GrupoProductosHogar","insumocajareloj","insumomaterialprimario","insumocomplementario","materialcajareloj","modelolentes","niveles","nombregenericoaccesorio","nombregenerico","ocasionusoaccesorio","ocasionusoropa","origenaccesorio","tipoplaneacion","posicionamiento","presentacionforma","rotulosfila","subtipoprodhogar","subtipoprodcomplementos","tallatamano","tema","tematico","tipoluna","tipomaterial","tipomaterialropacalzado","tipomaterialbrazolente","tipotirasasas","tipologiareloj","tirasasas","versatilidad"
"SAP","200095823","ES ITS YOU TRAVEL PROB 2ML","Unidad","P0396034003","0101","Fragancias","Cosméticos","02010100030006","02","ESIKA","0101","FRAGANCIAS","0003","UNISEX","0006","MUESTRA","","","","","","200095823","ES ITS YOU TRAVEL PROB 2ML","","","","YOU TRAVEL/ITS YOU TRAVEL","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Probador","Unisex","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095824","ES ITS YOU TRAVEL PLUM 0.9ML","Unidad","P0396034004","0101","Fragancias","Cosméticos","02010100030006","02","ESIKA","0101","FRAGANCIAS","0003","UNISEX","0006","MUESTRA","","","","","","200095824","ES ITS YOU TRAVEL PLUM 0.9ML","","","","YOU TRAVEL/ITS YOU TRAVEL","1112048289222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA UNISEX/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","289","COLONIA UNISEX","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Pluma","Unisex","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095826","LB L'ECLAT EDP 50 ML","Unidad","P0445019001","0101","Fragancias","Cosméticos","01010100010005","01","L'BEL","0101","FRAGANCIAS","0001","FEMENINO","0005","EAU DE PARFUM","","","","","","200095826","LB L'ECLAT EDP 50 ML","","","","LECLAT","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","84.000","37.000","369.852","241.000","119.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Eau De Parfum","50.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095827","LB L'ECLAT-PROB C/PUMP 2ML","Unidad","P0445034001","0101","Fragancias","Cosméticos","01010100010006","01","L'BEL","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200095827","LB L'ECLAT-PROB C/PUMP 2ML","","","","LECLAT","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095830","LB L'ECLAT DEO PARF 50 ML","Unidad","P0445019002","0101","Fragancias","Cosméticos","01010100010004","01","L'BEL","0101","FRAGANCIAS","0001","FEMENINO","0004","DEO COLONIA","","","","BC","7899490542175","200095826","LB L'ECLAT EDP 50 ML","","","","LECLAT","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","84.000","37.000","369.852","241.000","119.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Maderosa Acuosa","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Deo Colonia","50.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095831","LB L'ECLAT DEO PROB C/PUMP 2ML","Unidad","P0445034007","0101","Fragancias","Cosméticos","01010100010006","01","L'BEL","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","BC","7899490542182","200095827","LB L'ECLAT-PROB C/PUMP 2ML","","","","LECLAT","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095847","ES IMPREDECIBLE PLUM 0.9 ML","Unidad","P0386034003","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200095847","ES IMPREDECIBLE PLUM 0.9 ML","","","","IMPREDECIBLE","1112048286222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Pluma","Femenino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095862","LB LE TEMPO PROB C/P 2ML","Unidad","P0419034002","0101","Fragancias","Cosméticos","01010100020006","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200095862","LB LE TEMPO PROB C/P 2ML","","","","LE TEMPO","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Maderosa Aromatica","","","Muestras Cosm Fragancias","Probador","Masculino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095895","CY IN LOVE EDP CC 50 ML","Unidad","P0188019101","0101","Fragancias","Cosméticos","03010100010005","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0005","EAU DE PARFUM","","","","","","200042737","CZ IN LOVE EDP 50 ML","","","","IN LOVE","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","59.000","47.000","407.631","170.000","147.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Chypre Floral","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Eau De Parfum","50.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095896","ES EDL MAGNAT EDT 90 ML","Unidad","P0424019020","0101","Fragancias","Cosméticos","02010100020003","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200079595","ES MAGNAT COL EDT 90 ML","","","","MAGNAT","1101166001079","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","76.000","39.000","406.068","288.000","137.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","90.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095903","ES MIA EDP 45 ML","Unidad","P0439019001","0101","Fragancias","Cosméticos","02010100010005","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0005","EAU DE PARFUM","","","","","","200095903","ES MIA EDP 45 ML","","","","MIA","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","63.000","36.000","299.376","226.000","132.000","Milímetro","Cm3","Gramo","Fragancias","","Sin Asignar","Liquido C/Alcohol","","Chypre Floral","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Eau De Parfum","45.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095904","ES MIA PROB C/PUMP 2ML","Unidad","P0439034003","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200095904","ES MIA PROB C/PUMP 2ML","","","","MIA","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Sin Asignar","Liquido C/Alcohol","","Chypre Floral","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095931","ES IMPREDECIBLE EDP 50 ML","Unidad","P0386019010","0101","Fragancias","Cosméticos","02010100010003","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200095931","ES IMPREDECIBLE EDP 50 ML","","","","IMPREDECIBLE","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","77.000","40.500","319.646","225.000","102.500","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","50.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095935","LB LE TEMPO EDT 90ML","Unidad","P0419019001","0101","Fragancias","Cosméticos","01010100020003","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200095935","LB LE TEMPO EDT 90ML","","","","LE TEMPO","1101166001079","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","79.000","41.000","437.265","327.000","135.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Maderosa Aromatica","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","90.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095964","CY CC PERA IN LOVE COL 200 ML","Unidad","P0310025001","0101","Fragancias","Cosméticos","03010100010002","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","200058607","CC COLONIA PERA IN LOVE 200 ML","","","","PERA IN LOVE","1101003013079","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/CON SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","079","CON SPRAY","","","","","42.000","42.000","379.260","217.000","215.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Frutal","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","200.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200096152","ES IMPREDECIBLE- PROB 2 ML","Unidad","P0386034007","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200096152","ES IMPREDECIBLE- PROB 2 ML","","","","IMPREDECIBLE","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097392","CZ BREAK IN PROB C/PUMP 2ML","Unidad","P0035034001","0101","Fragancias","Cosméticos","03010100020006","03","CYZONE","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200097392","CZ BREAK IN PROB C/PUMP 2ML","","","","BREAK IN","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Probador","Masculino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097406","CZ BREAK IN EDT 50 ML","Unidad","P0035019001","0101","Fragancias","Cosméticos","03010100020003","03","CYZONE","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200097406","CZ BREAK IN EDT 50 ML","","","","BREAK IN","1101166001079","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","62.000","40.000","288.920","186.000","116.500","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","50.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200082486","LB BLENIGHT PROB C/C 4.5 ML","Unidad","P0499034041","0101","Fragancias","Cosméticos","01010100020006","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","BC","7899490519276","200082486","LB BLENIGHT PROB C/C 4.5 ML","","","","BLEU INTENSE NIGHT","1112048287284","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/PROBADOR S PUMP C CAJA ESTANDA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","284","PROBADOR S PUMP C CAJA ESTANDA","","","","","14.500","14.500","12.825","10.850","61.000","Milímetro","Cm3","Gramo","Fragancias","","Desafio","Liquido C/Alcohol","","Aromatica Tonica","","","Muestras Cosm Fragancias","Probador","Masculino","","","Sin Asignar","","Muestra","4.5","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095630","CZ STROM PROB C/PUMP 2 ML","Unidad","P0370034002","0101","Fragancias","Cosméticos","03010100020006","03","CYZONE","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200095630","CZ STROM PROB C/PUMP 2 ML","","","","MASCULINA CY STROM","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Probador","Masculino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095632","CZ STROM EDT 90 ML","Unidad","P0370019001","0101","Fragancias","Cosméticos","03010100020003","03","CYZONE","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200095632","CZ STROM EDT 90 ML","","","","MASCULINA CY STROM","1101166001190","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/SIN SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","190","SIN SPRAY","","","","","79.500","44.500","428.068","289.000","121.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","90.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095633","CZ STROM PLUMA 0.9 ML","Unidad","P0370034003","0101","Fragancias","Cosméticos","03010100020006","03","CYZONE","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200095633","CZ STROM PLUMA 0.9 ML","","","","MASCULINA CY STROM","1112048287222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Pluma","Masculino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095911","CY CC SANDIA SHAKE COL 200 ML","Unidad","P0135025025","0101","Fragancias","Cosméticos","03010100010002","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","200072593","CZ SANDIA SHAKE COL 200 ML","","","","NUEVA FRUTITA","1101003013079","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/CON SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","079","CON SPRAY","","","","","42.000","42.000","379.260","217.000","215.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Aldehidica","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","200.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097300","ES FLK SOLEIL GOLD EDP 50 ML","Unidad","P0081019042","0101","Fragancias","Cosméticos","02010100010005","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0005","EAU DE PARFUM","","","","","","200097300","ES FLK SOLEIL GOLD EDP 50 ML","","","","GRAZZIA","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","85.000","33.000","269.280","183.000","96.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Eau De Parfum","50.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097301","ES FLK SOLEIL GOLD PRB C/P 2ML","Unidad","P0081034173","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200097301","ES FLK SOLEIL GOLD PRB C/P 2ML","","","","GRAZZIA","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097302","ES FLK SOLEIL GOLD PLUM 0.9ML","Unidad","P0081034174","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200097302","ES FLK SOLEIL GOLD PLUM 0.9ML","","","","GRAZZIA","1112048286222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Pluma","Femenino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094936","CZ TASTE COOL COL 200 ML","Unidad","P0324025001","0101","Fragancias","Cosméticos","03010100010002","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","200094936","CZ TASTE COOL COL 200 ML","","","","TASTE COOL","1101003013079","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/CON SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","079","CON SPRAY","","","","","42.000","42.000","379.260","217.000","215.000","Milímetro","Cm3","Gramo","Fragancias","","Espontaneidad","Liquido C/Alcohol","","Floral Frutal","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","200.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097948","CY SWEET BLACK INTENS PL 0.9ML","Unidad","P0276034003","0101","Fragancias","Cosméticos","03010100010006","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200097948","CY SWEET BLACK INTENS PL 0.9ML","","","","SWEET BLACK INTENSE","1112048286222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Femeneidad","Liquido C/Alcohol","","Floral Frutal","","","Muestras Cosm Fragancias","Pluma","Femenino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095897","CZ FEEL EDP 50 ML","Unidad","P0455019001","0101","Fragancias","Cosméticos","03010100010005","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0005","EAU DE PARFUM","","","","","","200095897","CZ FEEL EDP 50 ML","","","","FEEL","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","77.000","45.000","313.583","184.000","90.500","Milímetro","Cm3","Gramo","Fragancias","","Sin Asignar","Liquido C/Alcohol","","Floral Acuosa","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Eau De Parfum","50.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
